Well name,"MD
(m)","Incl
(°)","Azim Grid
(°)","TVD
(m)"
SY116,69.5,0.405,97.836,69.499
SY116,69.625,0.405,98.001,69.624
SY116,69.75,0.406,98.094,69.749
SY116,69.875,0.406,98.268,69.874
SY116,70,0.407,98.414,69.999
SY116,70.125,0.407,98.484,70.124
SY116,70.25,0.408,98.621,70.249
SY116,70.375,0.409,98.752,70.374
SY116,70.5,0.409,98.815,70.499
SY116,70.625,0.41,98.969,70.624
SY116,70.75,0.411,99.128,70.749
SY116,70.875,0.411,99.211,70.874
SY116,71,0.412,99.381,70.999
SY116,71.125,0.413,99.468,71.124
SY116,71.25,0.414,99.653,71.249
SY116,71.375,0.415,99.848,71.374
SY116,71.5,0.415,99.953,71.499
SY116,71.625,0.417,100.154,71.624
SY116,71.75,0.418,100.34,71.749
SY116,71.875,0.418,100.428,71.874
SY116,72,0.42,100.616,71.999
SY116,72.125,0.421,100.821,72.124
SY116,72.25,0.421,100.945,72.249
SY116,72.375,0.423,101.184,72.374
SY116,72.5,0.423,101.3,72.499
SY116,72.625,0.425,101.462,72.624
SY116,72.75,0.426,101.66,72.749
SY116,72.875,0.426,101.754,72.874
SY116,73,0.427,101.93,72.999
SY116,73.125,0.428,102.112,73.124
SY116,73.25,0.429,102.209,73.249
SY116,73.375,0.43,102.363,73.374
SY116,73.5,0.431,102.579,73.499
SY116,73.625,0.432,102.68,73.624
SY116,73.75,0.433,102.869,73.749
SY116,73.875,0.435,103.065,73.874
SY116,74,0.436,103.17,73.999
SY116,74.125,0.437,103.369,74.124
SY116,74.25,0.438,103.431,74.249
SY116,74.375,0.439,103.536,74.374
SY116,74.5,0.441,103.617,74.499
SY116,74.625,0.442,103.652,74.624
SY116,74.75,0.443,103.722,74.749
SY116,74.875,0.445,103.817,74.874
SY116,75,0.445,103.873,74.999
SY116,75.125,0.446,103.974,75.124
SY116,75.25,0.448,104.056,75.249
SY116,75.375,0.448,104.114,75.374
SY116,75.5,0.45,104.15,75.499
SY116,75.625,0.451,104.196,75.624
SY116,75.75,0.452,104.229,75.749
SY116,75.875,0.453,104.25,75.874
SY116,76,0.454,104.262,75.999
SY116,76.125,0.455,104.293,76.124
SY116,76.25,0.457,104.323,76.249
SY116,76.375,0.457,104.332,76.374
SY116,76.5,0.459,104.368,76.499
SY116,76.625,0.46,104.394,76.624
SY116,76.75,0.461,104.392,76.749
SY116,76.875,0.462,104.401,76.874
SY116,77,0.463,104.464,76.999
SY116,77.125,0.464,104.498,77.124
SY116,77.25,0.465,104.555,77.249
SY116,77.375,0.466,104.58,77.374
SY116,77.5,0.467,104.629,77.499
SY116,77.625,0.468,104.685,77.624
SY116,77.75,0.469,104.713,77.749
SY116,77.875,0.47,104.781,77.874
SY116,78,0.471,104.844,77.999
SY116,78.125,0.471,104.878,78.124
SY116,78.25,0.472,104.909,78.249
SY116,78.375,0.473,104.893,78.374
SY116,78.5,0.474,104.884,78.499
SY116,78.625,0.475,104.861,78.624
SY116,78.75,0.476,104.903,78.749
SY116,78.875,0.476,104.919,78.874
SY116,79,0.477,104.942,78.999
SY116,79.125,0.478,104.951,79.124
SY116,79.25,0.479,104.961,79.249
SY116,79.375,0.48,104.983,79.374
SY116,79.5,0.481,104.99,79.499
SY116,79.625,0.482,104.995,79.624
SY116,79.75,0.484,104.988,79.749
SY116,79.875,0.485,104.98,79.874
SY116,80,0.485,104.966,79.999
SY116,80.125,0.487,104.968,80.124
SY116,80.25,0.487,104.965,80.249
SY116,80.375,0.488,104.978,80.374
SY116,80.5,0.489,104.995,80.499
SY116,80.625,0.49,105.024,80.624
SY116,80.75,0.491,104.988,80.749
SY116,80.875,0.492,104.992,80.874
SY116,81,0.493,104.993,80.999
SY116,81.125,0.494,104.983,81.124
SY116,81.25,0.494,105.001,81.249
SY116,81.375,0.495,105.03,81.374
SY116,81.5,0.496,104.991,81.499
SY116,81.625,0.497,104.99,81.624
SY116,81.75,0.498,104.993,81.749
SY116,81.875,0.5,104.947,81.874
SY116,82,0.5,104.93,81.999
SY116,82.125,0.502,104.83,82.124
SY116,82.25,0.502,104.778,82.249
SY116,82.375,0.504,104.723,82.374
SY116,82.5,0.505,104.663,82.499
SY116,82.625,0.506,104.631,82.624
SY116,82.75,0.507,104.555,82.749
SY116,82.875,0.508,104.411,82.874
SY116,83,0.508,104.337,82.999
SY116,83.125,0.509,104.236,83.124
SY116,83.25,0.51,104.132,83.249
SY116,83.375,0.51,104.082,83.374
SY116,83.5,0.511,103.983,83.499
SY116,83.625,0.512,103.935,83.624
SY116,83.75,0.513,103.866,83.749
SY116,83.875,0.514,103.799,83.874
SY116,84,0.514,103.753,83.999
SY116,84.125,0.515,103.675,84.124
SY116,84.25,0.516,103.594,84.249
SY116,84.375,0.517,103.555,84.374
SY116,84.5,0.517,103.448,84.499
SY116,84.625,0.518,103.334,84.624
SY116,84.75,0.518,103.293,84.749
SY116,84.875,0.519,103.181,84.874
SY116,85,0.519,103.081,84.999
SY116,85.125,0.52,103.035,85.124
SY116,85.25,0.52,102.94,85.249
SY116,85.375,0.52,102.88,85.374
SY116,85.5,0.52,102.808,85.499
SY116,85.625,0.52,102.736,85.623
SY116,85.75,0.52,102.699,85.748
SY116,85.875,0.521,102.627,85.873
SY116,86,0.521,102.559,85.998
SY116,86.125,0.521,102.507,86.123
SY116,86.25,0.521,102.409,86.248
SY116,86.375,0.522,102.322,86.373
SY116,86.5,0.522,102.298,86.498
SY116,86.625,0.522,102.2,86.623
SY116,86.75,0.522,102.11,86.748
SY116,86.875,0.522,102.095,86.873
SY116,87,0.522,102.002,86.998
SY116,87.125,0.522,101.979,87.123
SY116,87.25,0.522,101.947,87.248
SY116,87.375,0.523,101.893,87.373
SY116,87.5,0.523,101.864,87.498
SY116,87.625,0.523,101.77,87.623
SY116,87.75,0.523,101.677,87.748
SY116,87.875,0.523,101.629,87.873
SY116,88,0.523,101.556,87.998
SY116,88.125,0.523,101.478,88.123
SY116,88.25,0.523,101.441,88.248
SY116,88.375,0.524,101.371,88.373
SY116,88.5,0.524,101.315,88.498
SY116,88.625,0.524,101.248,88.623
