Well name,"MD
(m)","Incl
(°)","Azim Grid
(°)","TVD
(m)"
SY13,2525,0.834,306.543,2524.921
SY13,2550,0.738,274.223,2549.921
SY13,2575,0.77,234.013,2574.921
SY13,2600,0.984,234.848,2599.921
SY13,2625,1.106,222.953,2624.921
SY13,2650,1.184,215.254,2649.921
SY13,2675,1.367,208.162,2674.921
SY13,2700,1.728,202.616,2699.921
SY13,2725,1.848,202.042,2724.921
SY13,2750,2.028,203.85,2749.921
SY13,2775,2.09,201.046,2774.921
SY13,2800,2.046,208.199,2799.921
SY13,2825,2.136,204.628,2824.921
SY13,2850,1.719,209.368,2849.921
SY13,2875,1.648,206.757,2874.921
SY13,2900,1.47,204.581,2899.921
SY13,2925,1.218,187.73,2924.921
SY13,2950,0.984,192.533,2949.921
SY13,2975,0.926,187.973,2974.921
SY13,3000,0.777,191.951,2999.921
SY13,3025,0.788,191.893,3024.921
SY13,3050,0.549,193.761,3049.921
SY13,3075,0.709,195.412,3074.921
SY13,3100,0.597,187.135,3099.921
SY13,3125,0.395,193.371,3124.921
SY13,3150,0.531,198.354,3149.921
SY13,3175,0.625,194.014,3174.921
SY13,3200,0.415,154.82,3199.921
SY13,3225,0.364,173.59,3224.921
SY13,3250,0.444,185.905,3249.921
SY13,3275,0.48,170.559,3274.921
SY13,3300,0.785,190.475,3299.921
SY13,3325,0.473,182.12,3324.921
SY13,3350,0.769,203.896,3349.921
SY13,3375,0.959,192.056,3374.921
SY13,3400,0.851,207.716,3399.921
SY13,3425,1.057,201.241,3424.921
SY13,3450,1.036,194.16,3449.921
SY13,3475,0.99,216.881,3474.921
SY13,3500,0.938,206.758,3499.921
SY13,3525,1.13,212.847,3524.921
SY13,3550,1.239,215.566,3549.921
SY13,3575,1.643,214.983,3574.921
SY13,3600,2.319,224.063,3599.921
SY13,3625,2.044,228.199,3624.921
SY13,3650,2.144,221.946,3649.921
SY13,3675,2.207,211.47,3674.921
SY13,3700,2.502,210.071,3699.921
SY13,3725,2.234,217.056,3724.921
SY13,3750,2.21,214.495,3749.921
SY13,3775,2.119,212.797,3774.921
SY13,3800,1.859,214.843,3799.921
SY13,3825,1.46,204.448,3824.921
SY13,3850,1.633,211.246,3849.921
SY13,3875,1.41,214.003,3874.921
SY13,3900,1.326,212.362,3899.921
SY13,3925,1.299,210.545,3924.921
SY13,3950,1.299,210.863,3949.921
SY13,3975,1.134,206.633,3974.921
SY13,4000,0.95,203.084,3999.921
SY13,4025,0.858,199.326,4024.921
SY13,4050,0.757,196.753,4049.921
SY13,4075,0.764,191.873,4074.921
SY13,4100,0.661,195.425,4099.921
SY13,4125,0.609,192.135,4124.921
SY13,4150,0.826,178.301,4149.921
SY13,4175,0.636,196.786,4174.921
SY13,4200,0.448,206.869,4199.921
SY13,4225,0.417,208.383,4224.921
SY13,4250,0.37,212.653,4249.921
SY13,4275,0.35,223.199,4274.921
SY13,4300,0.315,216.511,4299.921
SY13,4325,0.319,219.731,4324.921
SY13,4350,0.359,217.596,4349.921
SY13,4375,0.337,223.133,4374.921
SY13,4400,0.318,225.591,4399.921
SY13,4425,0.298,257.988,4424.921
SY13,4450,0.466,265.373,4449.921
SY13,4475,0.488,237.16,4474.921
SY13,4500,0.48,201.371,4499.921
SY13,4525,0.205,165.578,4524.921
SY13,4550,0.228,172.995,4549.921
SY13,4575,0.172,140.215,4574.921
SY13,4600,0.306,159.686,4599.921
SY13,4625,0.473,162.109,4624.921
SY13,4650,0.297,175.234,4649.921
SY13,4675,0.242,198.964,4674.921
SY13,4700,0.569,249.517,4699.921
SY13,4725,0.449,264.727,4724.921
SY13,4750,0.455,275.834,4749.921
SY13,4775,0.532,269.353,4774.921
SY13,4800,0.602,259.684,4799.921
SY13,4825,0.533,268.992,4824.921
SY13,4850,0.476,274.116,4849.921
SY13,4875,0.45,275.54,4874.921
SY13,4900,0.308,285.26,4899.921
SY13,4925,0.262,233.686,4924.921
SY13,4950,0.212,206.937,4949.921
SY13,4975,0.228,170.081,4974.921
SY13,5000,0.778,141.373,4999.921
SY13,5025,1.296,140.434,5024.921
SY13,5050,1.771,133.755,5049.921
SY13,5075,2.313,137.727,5074.921
SY13,5100,2.2,129.571,5099.921
SY13,5125,2.401,140.826,5124.921
SY13,5150,2.155,148.181,5149.921
SY13,5175,2.022,151.798,5174.921
SY13,5200,1.954,148.775,5199.921
SY13,5225,1.821,147.484,5224.921
SY13,5250,1.827,145.034,5249.921
SY13,5275,2.255,158.893,5274.921
SY13,5300,2.039,160.562,5299.921
SY13,5325,2.225,171.511,5324.921
SY13,5350,2.058,171.362,5349.921
SY13,5375,2.251,198.262,5374.921
SY13,5400,2.248,210.807,5399.921
SY13,5425,2.153,213.666,5424.921
SY13,5450,2.289,206.339,5449.921
SY13,5475,2.732,193.887,5474.921
SY13,5500,3.095,189.334,5499.921
SY13,5515,3.104,189.303,5514.921
