x,y,is_near_well,well_id_nearest,point_type
18549117.900663894,3347742.445965676,False,,PDE
18549317.900663894,3347742.445965676,False,,PDE
18549517.900663894,3347742.445965676,False,,PDE
18549717.900663894,3347742.445965676,False,,PDE
18549917.900663894,3347742.445965676,False,,PDE
18550117.900663894,3347742.445965676,False,,PDE
18550317.900663894,3347742.445965676,False,,PDE
18550517.900663894,3347742.445965676,False,,PDE
18550717.900663894,3347742.445965676,False,,PDE
18550917.900663894,3347742.445965676,False,,PDE
18551117.900663894,3347742.445965676,False,,PDE
18551317.900663894,3347742.445965676,False,,PDE
18551517.900663894,3347742.445965676,False,,PDE
18551717.900663894,3347742.445965676,False,,PDE
18551917.900663894,3347742.445965676,False,,PDE
18552117.900663894,3347742.445965676,False,,PDE
18552317.900663894,3347742.445965676,False,,PDE
18552517.900663894,3347742.445965676,False,,PDE
18552717.900663894,3347742.445965676,False,,PDE
18552917.900663894,3347742.445965676,False,,PDE
18553117.900663894,3347742.445965676,False,,PDE
18553317.900663894,3347742.445965676,False,,PDE
18553517.900663894,3347742.445965676,False,,PDE
18553717.900663894,3347742.445965676,False,,PDE
18553917.900663894,3347742.445965676,False,,PDE
18554117.900663894,3347742.445965676,False,,PDE
18554317.900663894,3347742.445965676,False,,PDE
18554517.900663894,3347742.445965676,False,,PDE
18554717.900663894,3347742.445965676,False,,PDE
18554917.900663894,3347742.445965676,False,,PDE
18555117.900663894,3347742.445965676,False,,PDE
18539117.900663894,3347942.445965676,False,,PDE
18539317.900663894,3347942.445965676,False,,PDE
18539517.900663894,3347942.445965676,False,,PDE
18539717.900663894,3347942.445965676,False,,PDE
18539917.900663894,3347942.445965676,False,,PDE
18540117.900663894,3347942.445965676,False,,PDE
18540317.900663894,3347942.445965676,False,,PDE
18540517.900663894,3347942.445965676,False,,PDE
18540717.900663894,3347942.445965676,False,,PDE
18540917.900663894,3347942.445965676,False,,PDE
18541117.900663894,3347942.445965676,False,,PDE
18541317.900663894,3347942.445965676,False,,PDE
18541517.900663894,3347942.445965676,False,,PDE
18541717.900663894,3347942.445965676,False,,PDE
18541917.900663894,3347942.445965676,False,,PDE
18542117.900663894,3347942.445965676,False,,PDE
18542317.900663894,3347942.445965676,False,,PDE
18542517.900663894,3347942.445965676,False,,PDE
18542717.900663894,3347942.445965676,False,,PDE
18542917.900663894,3347942.445965676,False,,PDE
18543117.900663894,3347942.445965676,False,,PDE
18543317.900663894,3347942.445965676,False,,PDE
18543517.900663894,3347942.445965676,False,,PDE
18543717.900663894,3347942.445965676,False,,PDE
18543917.900663894,3347942.445965676,False,,PDE
18544117.900663894,3347942.445965676,False,,PDE
18544317.900663894,3347942.445965676,False,,PDE
18544517.900663894,3347942.445965676,False,,PDE
18544717.900663894,3347942.445965676,False,,PDE
18544917.900663894,3347942.445965676,False,,PDE
18545117.900663894,3347942.445965676,False,,PDE
18545317.900663894,3347942.445965676,False,,PDE
18545517.900663894,3347942.445965676,False,,PDE
18545717.900663894,3347942.445965676,False,,PDE
18545917.900663894,3347942.445965676,False,,PDE
18546117.900663894,3347942.445965676,False,,PDE
18546317.900663894,3347942.445965676,False,,PDE
18546517.900663894,3347942.445965676,False,,PDE
18546717.900663894,3347942.445965676,False,,PDE
18546917.900663894,3347942.445965676,False,,PDE
18547117.900663894,3347942.445965676,False,,PDE
18547317.900663894,3347942.445965676,False,,PDE
18547517.900663894,3347942.445965676,False,,PDE
18547717.900663894,3347942.445965676,False,,PDE
18547917.900663894,3347942.445965676,False,,PDE
18548117.900663894,3347942.445965676,False,,PDE
18548317.900663894,3347942.445965676,False,,PDE
18548517.900663894,3347942.445965676,False,,PDE
18548717.900663894,3347942.445965676,False,,PDE
18548917.900663894,3347942.445965676,False,,PDE
18549117.900663894,3347942.445965676,False,,PDE
18549317.900663894,3347942.445965676,False,,PDE
18549517.900663894,3347942.445965676,False,,PDE
18549717.900663894,3347942.445965676,False,,PDE
18549917.900663894,3347942.445965676,False,,PDE
18550117.900663894,3347942.445965676,False,,PDE
18550317.900663894,3347942.445965676,False,,PDE
18550517.900663894,3347942.445965676,False,,PDE
18550717.900663894,3347942.445965676,False,,PDE
18550917.900663894,3347942.445965676,False,,PDE
18551117.900663894,3347942.445965676,False,,PDE
18551317.900663894,3347942.445965676,False,,PDE
18551517.900663894,3347942.445965676,False,,PDE
18551717.900663894,3347942.445965676,False,,PDE
18551917.900663894,3347942.445965676,False,,PDE
18552117.900663894,3347942.445965676,False,,PDE
18552317.900663894,3347942.445965676,False,,PDE
18552517.900663894,3347942.445965676,False,,PDE
18552717.900663894,3347942.445965676,False,,PDE
18552917.900663894,3347942.445965676,False,,PDE
18553117.900663894,3347942.445965676,False,,PDE
18553317.900663894,3347942.445965676,False,,PDE
18553517.900663894,3347942.445965676,False,,PDE
18553717.900663894,3347942.445965676,False,,PDE
18553917.900663894,3347942.445965676,False,,PDE
18554117.900663894,3347942.445965676,False,,PDE
18554317.900663894,3347942.445965676,False,,PDE
18554517.900663894,3347942.445965676,False,,PDE
18554717.900663894,3347942.445965676,False,,PDE
18554917.900663894,3347942.445965676,False,,PDE
18538917.900663894,3348142.445965676,False,,PDE
18539117.900663894,3348142.445965676,False,,PDE
18539317.900663894,3348142.445965676,False,,PDE
18539517.900663894,3348142.445965676,False,,PDE
18539717.900663894,3348142.445965676,False,,PDE
18539917.900663894,3348142.445965676,False,,PDE
18540117.900663894,3348142.445965676,False,,PDE
18540317.900663894,3348142.445965676,False,,PDE
18540517.900663894,3348142.445965676,False,,PDE
18540717.900663894,3348142.445965676,False,,PDE
18540917.900663894,3348142.445965676,False,,PDE
18541117.900663894,3348142.445965676,False,,PDE
18541317.900663894,3348142.445965676,False,,PDE
18541517.900663894,3348142.445965676,False,,PDE
18541717.900663894,3348142.445965676,False,,PDE
18541917.900663894,3348142.445965676,False,,PDE
18542117.900663894,3348142.445965676,False,,PDE
18542317.900663894,3348142.445965676,False,,PDE
18542517.900663894,3348142.445965676,False,,PDE
18542717.900663894,3348142.445965676,False,,PDE
18542917.900663894,3348142.445965676,False,,PDE
18543117.900663894,3348142.445965676,False,,PDE
18543317.900663894,3348142.445965676,False,,PDE
18543517.900663894,3348142.445965676,False,,PDE
18543717.900663894,3348142.445965676,False,,PDE
18543917.900663894,3348142.445965676,False,,PDE
18544117.900663894,3348142.445965676,False,,PDE
18544317.900663894,3348142.445965676,False,,PDE
18544517.900663894,3348142.445965676,False,,PDE
18544717.900663894,3348142.445965676,False,,PDE
18544917.900663894,3348142.445965676,False,,PDE
18545117.900663894,3348142.445965676,False,,PDE
18545317.900663894,3348142.445965676,False,,PDE
18545517.900663894,3348142.445965676,False,,PDE
18545717.900663894,3348142.445965676,False,,PDE
18545917.900663894,3348142.445965676,False,,PDE
18546117.900663894,3348142.445965676,False,,PDE
18546317.900663894,3348142.445965676,False,,PDE
18546517.900663894,3348142.445965676,False,,PDE
18546717.900663894,3348142.445965676,False,,PDE
18546917.900663894,3348142.445965676,False,,PDE
18547117.900663894,3348142.445965676,False,,PDE
18547317.900663894,3348142.445965676,False,,PDE
18547517.900663894,3348142.445965676,False,,PDE
18547717.900663894,3348142.445965676,False,,PDE
18547917.900663894,3348142.445965676,False,,PDE
18548117.900663894,3348142.445965676,False,,PDE
18548317.900663894,3348142.445965676,False,,PDE
18548517.900663894,3348142.445965676,False,,PDE
18548717.900663894,3348142.445965676,False,,PDE
18548917.900663894,3348142.445965676,False,,PDE
18549117.900663894,3348142.445965676,False,,PDE
18549317.900663894,3348142.445965676,False,,PDE
18549517.900663894,3348142.445965676,False,,PDE
18549717.900663894,3348142.445965676,False,,PDE
18549917.900663894,3348142.445965676,False,,PDE
18550117.900663894,3348142.445965676,False,,PDE
18550317.900663894,3348142.445965676,False,,PDE
18550517.900663894,3348142.445965676,False,,PDE
18550717.900663894,3348142.445965676,False,,PDE
18550917.900663894,3348142.445965676,False,,PDE
18551117.900663894,3348142.445965676,False,,PDE
18551317.900663894,3348142.445965676,False,,PDE
18551517.900663894,3348142.445965676,False,,PDE
18551717.900663894,3348142.445965676,False,,PDE
18551917.900663894,3348142.445965676,False,,PDE
18552117.900663894,3348142.445965676,False,,PDE
18552317.900663894,3348142.445965676,False,,PDE
18552517.900663894,3348142.445965676,False,,PDE
18552717.900663894,3348142.445965676,False,,PDE
18552917.900663894,3348142.445965676,False,,PDE
18553117.900663894,3348142.445965676,False,,PDE
18553317.900663894,3348142.445965676,False,,PDE
18553517.900663894,3348142.445965676,False,,PDE
18553717.900663894,3348142.445965676,False,,PDE
18553917.900663894,3348142.445965676,False,,PDE
18554117.900663894,3348142.445965676,False,,PDE
18554317.900663894,3348142.445965676,False,,PDE
18554517.900663894,3348142.445965676,False,,PDE
18554717.900663894,3348142.445965676,False,,PDE
18538917.900663894,3348342.445965676,False,,PDE
18539117.900663894,3348342.445965676,False,,PDE
18539317.900663894,3348342.445965676,False,,PDE
18539517.900663894,3348342.445965676,False,,PDE
18539717.900663894,3348342.445965676,False,,PDE
18539917.900663894,3348342.445965676,False,,PDE
18540117.900663894,3348342.445965676,False,,PDE
18540317.900663894,3348342.445965676,False,,PDE
18540517.900663894,3348342.445965676,False,,PDE
18540717.900663894,3348342.445965676,False,,PDE
18540917.900663894,3348342.445965676,False,,PDE
18541117.900663894,3348342.445965676,False,,PDE
18541317.900663894,3348342.445965676,False,,PDE
